Time,Current
8.4,4.26855317015736
8.5,4.26906777877144
8.6,4.26951916814298
8.7,4.26995229409424
8.8,4.27018774792388
8.9,4.27053009634771
9.0,4.27090889485901
9.1,4.05176796700995
9.2,4.05261911745229
9.3,4.05290608228085
9.4,4.05314254406066
9.5,4.0534040485725
9.6,4.05362080202519
9.7,4.05390916727566
9.8,4.05416196608438
9.9,4.05444979984298
10.0,4.05473922063899
10.1,4.36572254989252
10.2,4.36978968440264
10.3,4.37075791171563
10.4,4.3712704061888
10.5,4.37156005737367
10.6,4.37192062270291
10.7,4.37221865748262
10.8,4.37248944321838
10.9,4.37276907239746
11.0,4.3731109134418
11.1,4.86078036915249
11.2,4.8668231823994
11.3,4.86835950059927
11.4,4.8689471924219
11.5,4.86945290174177
11.6,4.86989540954878
11.7,4.87036437250474
11.8,4.87071639551342
11.9,4.87107783377672
12.0,4.87143872365934
12.1,4.40015736809583
12.2,4.39997567974798
12.3,4.39994090367937
12.4,4.40008832169091
12.5,4.40021476916549
12.6,4.40040384513113
12.7,4.40061125372556
12.8,4.40075598820411
12.9,4.40098103391635
13.0,4.40114382767327
13.1,3.51191992564781
13.2,3.50931055637642
13.3,3.50877145535922
13.4,3.50871297594533
13.5,3.50864088832319
13.6,3.50861352373036
13.7,3.50862233824332
13.8,3.50867614612448
13.9,3.50869444032007
14.0,3.50870351054517
14.1,2.71602668718741
14.2,2.71357470443783
14.3,2.71306172968568
14.4,2.71284548188413
14.5,2.71277235747374
14.6,2.71272708749438
14.7,2.71268201852087
14.8,2.71261892279876
14.9,2.71263645331707
15.0,2.71260967744295
15.1,3.07219610508657
15.2,3.07425083468141
15.3,3.07473633598343
15.4,3.07481116361403
15.5,3.07485639856285
15.6,3.0750001477425
15.7,3.07509072281723
15.8,3.07510026189314
15.9,3.07513616571886
16.0,3.07515434416191
16.1,3.20595118702731
16.2,3.20756761645212
16.3,3.20795638179879
16.4,3.20807662576176
16.5,3.20818496958965
16.6,3.20826632330427
16.7,3.20838338007424
16.8,3.20841103980381
16.9,3.2084739554415
17.0,3.20860883169211
17.1,2.54007885235284
17.2,2.53821615863956
17.3,2.53778796024329
17.4,2.53771607157613
17.5,2.53763497713575
17.6,2.53765234439187
17.7,2.53757182705328
17.8,2.53761608664091
17.9,2.53758949253167
18.0,2.53758036122558
18.1,2.88476949288119
18.2,2.8863801629436
18.3,2.88670572630985
18.4,2.88684381438137
18.5,2.88692539979785
18.6,2.88700660753174
18.7,2.88703403802643
18.8,2.88716863890295
18.9,2.88718747111102
19.0,2.88717864880581
19.1,2.70520894165975
19.2,2.70499798978223
19.3,2.70494956466357
19.4,2.70497657648059
19.5,2.70502157290219
19.6,2.70503980158143
19.7,2.70503993979983
19.8,2.70507574154428
19.9,2.7050491587256
20.0,2.70509373464348
20.1,2.78437550880381
20.2,2.78494472721415
20.3,2.78519115601934
20.4,2.78522828146664
20.5,2.78529121944993
20.6,2.78537228900888
20.7,2.78544452239166
20.8,2.78547194171176
20.9,2.78546320825421
21.0,2.78556160501489
21.1,2.57825476075294
21.2,2.57786935992179
21.3,2.57784356180536
21.4,2.5778281020857
21.5,2.57783692310888
21.6,2.57788177408069
21.7,2.57789106430013
21.8,2.57789113383144
21.9,2.57790905475034
22.0,2.57791813485187
22.1,2.64273236065912
22.2,2.64321596376919
22.3,2.64329036473753
22.4,2.64339095158311
22.5,2.64347232086352
22.6,2.64349980909168
22.7,2.64350895869225
22.8,2.64354483064378
22.9,2.64351824729236
23.0,2.64362548558836
23.1,2.41370390947867
23.2,2.41328970714044
23.3,2.41326935831266
23.4,2.41327343735912
23.5,2.41327347014915
23.6,2.41325558849673
23.7,2.41325544955798
23.8,2.41329125224969
23.9,2.41328258990505
24.0,2.41329146099134
24.1,1.87344750321095
24.2,1.87195374564592
24.3,1.87167856138689
24.4,1.87155011668982
24.5,1.87150439193643
24.6,1.87146824180123
24.7,1.87144110181316
24.8,1.8714319130659
24.9,1.87138713553923
25.0,1.87137781182671
25.1,1.60386737399329
25.2,1.60310556791503
25.3,1.6028616155854
25.4,1.60286131543517
25.5,1.60281654710816
25.6,1.60275353779051
25.7,1.60270830418718
25.8,1.60271689458295
25.9,1.6026990837524
26.0,1.60264522473655
26.1,2.81723601050644
26.2,2.82141648485711
26.3,2.82224112573582
26.4,2.82263116046186
26.5,2.82287595757735
26.6,2.82302109373762
26.7,2.82321917680365
26.8,2.82326546142794
26.9,2.82343590634723
27.0,2.82353570541503
27.1,1.66996260422272
27.2,1.66725915313381
27.3,1.66676133799244
27.4,1.66658590953385
27.5,1.66650398137272
27.6,1.66648546767995
27.7,1.66644054970999
27.8,1.66639545704577
27.9,1.66634138688539
28.0,1.66631410622948
28.1,0.793492093604706
28.2,0.792249959510529
28.3,0.791964967555929
28.4,0.791881382892473
28.5,0.791791230889046
28.6,0.791763663404039
28.7,0.791700797070782
28.8,0.791709237780085
28.9,0.791664535531914
29.0,0.791601523398389
29.1,-0.0002836020657317
29.2,-3.64152494777572e-05
29.3,-5.266879808815e-06
29.4,-1.02414591962205e-06
29.5,-2.05690302702601e-07
29.6,3.78194529277347e-08
29.7,3.96929320844566e-08
29.8,3.96929320844566e-08
29.9,3.96929320844566e-08
30.0,3.96929320844566e-08
30.1,3.96929320844566e-08
30.2,3.96929320844566e-08
30.3,3.96929320844566e-08
30.4,3.96929320844566e-08
30.5,3.96929320844566e-08
30.6,3.96929320844566e-08
30.7,3.96929320844566e-08
30.8,3.96929320844566e-08
30.9,3.96929320844566e-08
31.0,3.96929320844566e-08
31.1,3.96929320844566e-08
31.2,3.96929320844566e-08
31.3,3.96929320844566e-08
31.4,3.96929320844566e-08
31.5,3.96929320844566e-08
31.6,3.96929320844566e-08
31.7,3.96929320844566e-08
31.8,3.96929320844566e-08
31.9,3.96929320844566e-08
32.0,0.0001343192428559
32.1,1.28057834677993
32.2,1.28178845344209
32.3,1.28211540764276
32.4,1.28221429921624
32.5,1.28234037627183
32.6,1.28232349962251
32.7,1.28243967807481
32.8,1.2824584707991
32.9,1.28250344195267
33.0,1.28246796683564
33.1,1.5772744454246
33.2,1.57749187066734
33.3,1.57760745696836
33.4,1.5776262840073
33.5,1.577698014469
33.6,1.57777021772432
33.7,1.57783343845692
33.8,1.57786968252564
33.9,1.57787896142472
34.0,1.57787903292474
34.1,1.88623927414284
34.2,1.88654002776872
34.3,1.88673659736678
34.4,1.88684085028484
34.5,1.88685954911059
34.6,1.88690446301786
34.7,1.88703012302533
34.8,1.88703112590721
34.9,1.88705798154721
35.0,1.8871029290374
35.1,2.81665376635714
35.2,2.81986488318791
35.3,2.82081763310143
35.4,2.82116098374627
35.5,2.82139635753783
35.6,2.82160408777475
35.7,2.82178474577699
35.8,2.82193833354399
35.9,2.82211855376999
36.0,2.82220950318689
36.1,2.27379572269714
36.2,2.2725671272242
36.3,2.27232434985919
36.4,2.27224927628173
36.5,2.27232031782528
36.6,2.2722940358878
36.7,2.2723564701702
36.8,2.2724017037258
36.9,2.27244683575578
37.0,2.27249192695565
37.1,1.39908809744683
37.2,1.39714773844422
37.3,1.39684978847255
37.4,1.39668901967198
37.5,1.39665195151201
37.6,1.39659795226759
37.7,1.39657066663863
37.8,1.39654363695609
37.9,1.39650758708703
38.0,1.39650730015306
38.1,2.01052026450721
38.2,2.01187377830277
38.3,2.01229098919131
38.4,2.01235692797268
38.5,2.01244689479038
38.6,2.01245659104114
38.7,2.01251037305963
38.8,2.01257345273687
38.9,2.01262762648045
39.0,2.01265491213849
39.1,1.73237490016738
39.2,1.73156469789649
39.3,1.73146291534825
39.4,1.731391065943
39.5,1.73142628868127
39.6,1.73139078245504
39.7,1.73140837156272
39.8,1.73141749361004
39.9,1.73143544261862
40.0,1.73141770921609
40.1,1.74837292887673
40.2,1.74807947756529
40.3,1.7480523983725
40.4,1.74807220227195
40.5,1.7480634242033
40.6,1.74808126864726
40.7,1.74806349690101
40.8,1.74810812259788
40.9,1.748099505367
41.0,1.74814420512916
41.1,1.45722632687347
41.2,1.45619481235809
41.3,1.45602332518981
41.4,1.45595463482749
41.5,1.45591830063783
41.6,1.45595380782623
41.7,1.45583773491902
41.8,1.45591736815844
41.9,1.45586430395194
42.0,1.45587281129709
42.1,1.15825640414008
42.2,1.1572343148234
42.3,1.1570514849965
42.4,1.15700641186475
42.5,1.15697920683231
42.6,1.15702372446779
42.7,1.15692563935767
42.8,1.15696958330843
42.9,1.15689835332897
43.0,1.15692463543192
43.1,1.15690754394474
43.2,1.15689867833126
43.3,1.15686986929098
43.4,1.15688861773465
43.5,1.15687085264237
43.6,1.15686177052004
43.7,1.15687063773261
43.8,1.15684385357583
43.9,1.15683470047665
44.0,1.15683462842865
44.1,1.15681656814455
44.2,1.15684913215202
44.3,1.15681682922893
44.4,1.15683445051464
44.5,1.15681671164098
44.6,1.15678077350994
44.7,1.15679840343904
44.8,1.15682540282598
44.9,1.15680770202591
45.0,1.15681649665929
45.1,1.15681510413776
45.2,1.15683287070618
45.3,1.15678511812485
45.4,1.15680737693097
45.5,1.15679861900479
45.6,1.15681642518167
45.7,1.15678971214576
45.8,1.15678949756487
45.9,1.15682533181736
46.0,1.15678978388057
46.1,1.15681656814455
46.2,1.15680030571913
46.3,1.1567848568623
46.4,1.15677158201752
46.5,1.15680727089435
46.6,1.15680755784897
46.7,1.15678964072272
46.8,1.15679846580261
46.9,1.15674483854192
47.0,1.15678914027462
47.1,1.46303195437282
47.2,1.46299488806934
47.3,1.46305873616059
47.4,1.46305452336855
47.5,1.46310819778204
47.6,1.46311756550286
47.7,1.46318926650032
47.8,1.46316298260456
47.9,1.46320749866958
48.0,1.46318998101113
48.1,1.78091807686216
48.2,1.78135730755746
48.3,1.78139135791215
48.4,1.78143582265292
48.5,1.78151674650815
48.6,1.78155318466829
48.7,1.78155347006897
48.8,1.78161612154823
48.9,1.78167927323869
49.0,1.78165291652817
49.1,2.75223686241576
49.2,2.75588647129477
49.3,2.75667700800296
49.4,2.75704956687357
49.5,2.75727623234167
49.6,2.75732279540455
49.7,2.75753796033407
49.8,2.75767391080262
49.9,2.7577823143289
50.0,2.75792648685017
50.1,3.81108168103384
50.2,3.81832052543174
50.3,3.81983830284962
50.4,3.82038655408021
50.5,3.82073989203892
50.6,3.82110069154403
50.7,3.82143399842332
50.8,3.8217148360791
50.9,3.82200350198898
51.0,3.8222563940651
51.1,3.59078576625713
51.2,3.5911628880662
51.3,3.59133425110054
51.4,3.59141774255649
51.5,3.59160634972803
51.6,3.59177791814209
51.7,3.59194932040642
51.8,3.5921386681868
51.9,3.59228335074813
52.0,3.5924098331928
52.1,3.68614562091275
52.2,3.68826050111742
52.3,3.68864417998606
52.4,3.68875716699536
52.5,3.68895497201985
52.6,3.68914449863377
52.7,3.68920865819813
52.8,3.68938816608536
52.9,3.68955967122915
53.0,3.68973110499826
53.1,3.78487988613462
53.2,3.78719073886201
53.3,3.78770604717664
53.4,3.78791855403745
53.5,3.78805447897465
53.6,3.78818983073685
53.7,3.78841464526828
53.8,3.78855936186837
53.9,3.78864136721266
54.0,3.78881203584228
54.1,3.88616728914012
54.2,3.888093854776
54.3,3.88857360684068
54.4,3.8887768865896
54.5,3.88893963395035
54.6,3.88902145907477
54.7,3.88927272589248
54.8,3.88938212965448
54.9,3.88958883382775
55.0,3.88971583577038
55.1,4.36016176282708
55.2,4.36498076026266
55.3,4.36590415361792
55.4,4.36633411442805
55.5,4.36653441521851
55.6,4.36692976054912
55.7,4.36712985338975
55.8,4.36744470201753
55.9,4.36760832589257
56.0,4.36787811671439
56.1,4.1104671048854
56.2,4.11134186655473
56.3,4.11150743642735
56.4,4.11157928935656
56.5,4.11172306339144
56.6,4.11187636462771
56.7,4.11192232887203
56.8,4.11207482874383
56.9,4.11223717967223
57.0,4.11239062575281
57.1,3.83195183886852
57.2,3.83244636885699
57.3,3.83255449499659
57.4,3.83256164384781
57.5,3.83272276148458
57.6,3.83275093030022
57.7,3.83285855758441
57.8,3.83289522138639
57.9,3.83294921656005
58.0,3.83309285153661
58.1,3.53238012342055
58.2,3.5323744296567
58.3,3.5322891327417
58.4,3.5322873716666
58.5,3.53232319221658
58.6,3.53235033535197
58.7,3.53237736530474
58.8,3.53243128944861
58.9,3.53241385104947
59.0,3.53241370562379
59.1,2.83246309340828
59.2,2.83030581383302
59.3,2.82989287280238
59.4,2.82975385425838
59.5,2.82970798417191
59.6,2.82964498086114
59.7,2.82958182713155
59.8,2.8295813170596
59.9,2.82954554440656
60.0,2.8295005084761
60.1,2.48415416693203
60.2,2.48345134190595
60.3,2.4832296125843
60.4,2.48321313177212
60.5,2.48314143175881
60.6,2.48309608421014
60.7,2.48307780574156
60.8,2.48304186857558
60.9,2.4829879148358
61.0,2.48293377133459
61.1,2.88576560780051
61.2,2.88773664541907
61.3,2.88811592472316
61.4,2.88818843955631
61.5,2.88828743318564
61.6,2.88831508815494
61.7,2.88834215856432
61.8,2.88840501852273
61.9,2.88842341897725
62.0,2.88849516877078
62.1,2.15874454315381
62.2,2.156615353162
62.3,2.15617404288496
62.4,2.15613425900122
62.5,2.15606238156264
62.6,2.15602601069808
62.7,2.15598095331217
62.8,2.15590901021083
62.9,2.15589051303826
63.0,2.15586351802996
63.1,2.16614765241752
63.2,2.16599960661203
63.3,2.1659362494317
63.4,2.1659320352771
63.5,2.16588724181999
63.6,2.16588687400345
63.7,2.16586900117373
63.8,2.16586885341228
63.9,2.16588672712828
64.0,2.16586900033967
64.1,2.17614376231185
64.2,2.17610350631917
64.3,2.17604103541044
64.4,2.17602788690642
64.5,2.17602778306411
64.6,2.17600986997084
64.7,2.1759739864712
64.8,2.17605419110022
64.9,2.17595639626417
65.0,2.17595558162065
65.1,2.95579028902976
65.2,2.95913166713336
65.3,2.95984501795441
65.4,2.96005754865462
65.5,2.96010397230557
65.6,2.96028331384529
65.7,2.96041903409134
65.8,2.96049171063909
65.9,2.96049229851682
66.0,2.96058178494603
66.1,2.99656554693532
66.2,2.99727491201654
66.3,2.99745557583028
66.4,2.99759019731934
66.5,2.99758236060127
66.6,2.99762700818975
66.7,2.99771686385253
66.8,2.99778023695437
66.9,2.99787023768212
67.0,2.99786203702808
67.1,3.03413500132501
67.2,3.03485613835359
67.3,3.03503011378882
67.4,3.03514046642246
67.5,3.03512345373715
67.6,3.03515015661432
67.7,3.03524880115287
67.8,3.03531224613181
67.9,3.03535752436767
68.0,3.03537576567093
68.1,3.07189388707484
68.2,3.07265037565297
68.3,3.07276433583034
68.4,3.07288892513448
68.5,3.07291679079422
68.6,3.07304228529066
68.7,3.07305225113008
68.8,3.07307917260979
68.9,3.07312408796244
69.0,3.07321391723935
69.1,2.71134538105512
69.2,2.7103690687924
69.3,2.71026776989575
69.4,2.71021011449929
69.5,2.71018276552732
69.6,2.7102182646029
69.7,2.71020074240509
69.8,2.71020057667186
69.9,2.71023632489032
70.0,2.71022773011815
70.1,3.13366858140385
70.2,3.13598775383314
70.3,3.13635205553648
70.4,3.13647669264401
70.5,3.13660296166571
70.6,3.13664883656685
70.7,3.13675649501277
70.8,3.13681113355634
70.9,3.13690999403201
71.0,3.13696451314741
71.1,2.37099154498013
71.2,2.36909474770793
71.3,2.36870340990238
71.4,2.36863264771922
71.5,2.36848898379182
71.6,2.36844298262737
71.7,2.36837102798007
71.8,2.36834354261236
71.9,2.36834329383374
72.0,2.36830754442254
72.1,2.37896860820951
72.2,2.37924622298039
72.3,2.37923999703283
72.4,2.379250967944
72.5,2.37925107034227
72.6,2.37922424880694
72.7,2.37918825023555
72.8,2.37923263544839
72.9,2.37921515526041
73.0,2.37922391704807
73.1,2.38976073210235
73.2,2.39012117227585
73.3,2.39018267829214
73.4,2.39019476673982
73.5,2.39020381557221
73.6,2.39022179288017
73.7,2.39022195861283
73.8,2.39021303097223
73.9,2.39025762451146
74.0,2.39022229186873
74.1,2.40081402196329
74.2,2.40116111478171
74.3,2.40129481813597
74.4,2.40125641213012
74.5,2.40128278901114
74.6,2.40130992804873
74.7,2.4012922866804
74.8,2.40131001242454
74.9,2.40131017919062
75.0,2.40130121276393
75.1,2.41195217357176
75.2,2.41231510229093
75.3,2.41236645914461
75.4,2.41235335664692
75.5,2.41233538493442
75.6,2.41237988207922
75.7,2.41238029979138
75.8,2.4124071204152
75.9,2.4124162975311
76.0,2.41240745350605
76.1,1.62762597522826
76.2,1.6258673540784
76.3,1.62558732192005
76.4,1.62545394062945
76.5,1.6254437916056
76.6,1.62538113932992
76.7,1.62531798787498
76.8,1.62524586963395
76.9,1.62520945632187
77.0,1.62523594294528
77.1,1.61629432002698
77.2,1.61601225332831
77.3,1.61592667680869
77.4,1.61586278210028
77.5,1.61588008494532
77.6,1.61581768599034
77.7,1.61583495379406
77.8,1.61575470128516
77.9,1.61577180204214
78.0,1.615727296471
78.1,1.60693891226111
78.2,1.60658071596955
78.3,1.60649063019243
78.4,1.60647927845981
78.5,1.60647025288563
78.6,1.60646124264789
78.7,1.60644330455545
78.8,1.6064609911953
78.9,1.60643434005654
79.0,1.60637152170987
79.1,1.59770854511291
79.2,1.59731290570903
79.3,1.59725587597243
79.4,1.59720492091329
79.5,1.59716870283948
79.6,1.59717729583302
79.7,1.59717737926781
79.8,1.59717737926781
79.9,1.59716845297233
80.0,1.59712365574861
80.1,1.98010095429914
80.2,1.98071089641624
80.3,1.98087457899031
80.4,1.98098647624211
80.5,1.98097858430157
80.6,1.98101424823047
80.7,1.98104140203596
80.8,1.98102375915187
80.9,1.98106830555857
81.0,1.98106872301767
81.1,1.98107773331325
81.2,1.98114261112636
81.3,1.98114146171389
81.4,1.98117656731306
81.5,1.9811591468856
81.6,1.98121244325721
81.7,1.98120413665823
81.8,1.98121298500633
81.9,1.98117736828215
82.0,1.98121264433724
82.1,2.37695172188977
82.2,2.3782996225929
82.3,2.37851585910483
82.4,2.37863624584883
82.5,2.37867325519936
82.6,2.37878072652784
82.7,2.37880866932156
82.8,2.37878224070204
82.9,2.37892465483951
83.0,2.37894412217089
83.1,2.38961655702096
83.2,2.38998928764495
83.3,2.39005514590882
83.4,2.39008630106024
83.5,2.39011341449794
83.6,2.39020293235677
83.7,2.39023066787142
83.8,2.39023991814004
83.9,2.39026674866159
84.0,2.39032058816744
84.1,2.00336664323329
84.2,2.00221779114071
84.3,2.00209523558312
84.4,2.00200108693062
84.5,2.00191972851179
84.6,2.00190991483632
84.7,2.00192767376567
84.8,2.00191001603993
84.9,2.00190981455207
85.0,2.00190090451103
85.1,2.39950520504262
85.2,2.40096851274822
85.3,2.40124040097016
85.4,2.40130943542894
85.5,2.40142616519133
85.6,2.40146315145283
85.7,2.40149032169964
85.8,2.40153521018297
85.9,2.40154462449577
86.0,2.40153581462554
86.1,1.6186656771251
86.2,1.61691382181834
86.3,1.61652447595997
86.4,1.61642268868818
86.5,1.61638590458446
86.6,1.61636764400211
86.7,1.61634958377754
86.8,1.61628699867444
86.9,1.6162684119163
87.0,1.61621467168585
87.1,1.60744981281833
87.2,1.6070736084427
87.3,1.60702105993527
87.4,1.60696697338573
87.5,1.60695746113801
87.6,1.60694845031184
87.7,1.60695726039265
87.8,1.60692168048029
87.9,1.60692127962177
88.0,1.60687665046108
88.1,1.59816877182843
88.2,1.59787012855451
88.3,1.59773481219616
88.4,1.59771887105903
88.5,1.59769194165104
88.6,1.59770055105739
88.7,1.59768283080975
88.8,1.59766477108503
88.9,1.59766457031622
89.0,1.59765566015505
89.1,0.436971480822884
89.2,0.435472315248721
89.3,0.43526124217534
89.4,0.435263238630069
89.5,0.435191925779302
89.6,0.435182214041483
89.7,0.435137488373117
89.8,0.43511021339312
89.9,0.435109912523672
90.0,0.435074232387997
90.1,1.16654001902195
90.2,1.16678758253236
90.3,1.16684641947225
90.4,1.16691161962887
90.5,1.16693020615037
90.6,1.16692145765866
90.7,1.16690353662172
90.8,1.16691224602715
90.9,1.16690343603377
91.0,1.16689438657154
91.1,1.5335635395378
91.2,1.53383998397425
91.3,1.53392972637912
91.4,1.53395013082117
91.5,1.53394139944544
91.6,1.53400374925587
91.7,1.53400445044519
91.8,1.53403122054143
91.9,1.53404047046901
92.0,1.53403162151057
92.1,2.29939630782547
92.2,2.30186208826431
92.3,2.30229257145328
92.4,2.30247975448564
92.5,2.3025799720933
92.6,2.30268811708106
92.7,2.30278748902915
92.8,2.3028867221306
92.9,2.30286996355202
93.0,2.30297684302443
93.1,2.70816962819403
93.2,2.70964004352178
93.3,2.71007118736449
93.4,2.71019919067497
93.5,2.71037901659563
93.6,2.7104256116939
93.7,2.71054210297356
93.8,2.7106593951969
93.9,2.71073205480351
94.0,2.71083993958096
94.1,3.53883370411574
94.2,3.54354580049342
94.3,3.54455787384284
94.4,3.54492344480317
94.5,3.54519504364559
94.6,3.54546570840706
94.7,3.54561147271132
94.8,3.54590746970036
94.9,3.54601785085414
95.0,3.54620630066213
95.1,2.78592574334934
95.2,2.78372618498556
95.3,2.7833397915788
95.4,2.78323583378971
95.5,2.78323465876982
95.6,2.78323465876982
95.7,2.78327926340948
95.8,2.7832886949285
95.9,2.78329770486859
96.0,2.78335131811514
96.1,3.21301617288855
96.2,3.21558768922285
96.3,3.2161994452977
96.4,3.21633117291301
96.5,3.21644853742482
96.6,3.21662822837732
96.7,3.21667495587557
96.8,3.21680921088162
96.9,3.21693566190207
97.0,3.21697279708861
97.1,3.25495254571
97.2,3.2559909209757
97.3,3.2562195292655
97.4,3.25637105513044
97.5,3.25643523073885
97.6,3.25643597295421
97.7,3.256605396966
97.8,3.25664306473387
97.9,3.25677721048042
98.0,3.25680555411053
98.1,3.29513977071164
98.2,3.29621283438549
98.3,3.2964999431981
98.4,3.29658346585426
98.5,3.29660226985465
98.6,3.2967718678961
98.7,3.29683628473663
98.8,3.29689943886641
98.9,3.29692693180683
99.0,3.29698075329025
99.1,2.91998500058942
99.2,2.9194172847892
99.3,2.91928449028082
99.4,2.91920797673889
99.5,2.91920708446179
99.6,2.91926948989252
99.7,2.91927023591674
99.8,2.91928804421897
99.9,2.91931496075162
100.0,2.91929751885947
100.1,3.36064113446699
100.2,3.36335223375788
100.3,3.36387666245325
100.4,3.36404985703409
100.5,3.36414100867514
100.6,3.36424017397357
100.7,3.36432155379141
100.8,3.36442061796499
100.9,3.36449308767327
101.0,3.36459201273443
101.1,3.40366575106524
101.2,3.40504879239342
101.3,3.40528615305083
101.4,3.40539003343867
101.5,3.40545364831798
101.6,3.40553465116339
101.7,3.40563358199072
101.8,3.40574184625952
101.9,3.40578768130043
102.0,3.40586846876993
102.1,3.44529560031808
102.2,3.44656823299122
102.3,3.44686154237086
102.4,3.44694619550227
102.5,3.44705413360238
102.6,3.44719807262474
102.7,3.44717301533818
102.8,3.44722620270972
102.9,3.44735161855951
103.0,3.44735310172649
103.1,2.63855460235315
103.2,2.63649993183384
103.3,2.63602553235594
103.4,2.63586909976067
103.5,2.6357513900012
103.6,2.63571435662254
103.7,2.63570502727279
103.8,2.63563357477053
103.9,2.63560596804856
104.0,2.63555218310938
104.1,1.81474569605998
104.2,1.81258450712646
104.3,1.81215656073656
104.4,1.81199601435455
104.5,1.81197629077006
104.6,1.81186910563975
104.7,1.81183217802004
104.8,1.81175149581647
104.9,1.81176835208162
105.0,1.81165268636947
105.1,2.2146750171055
105.2,2.21557749658151
105.3,2.21573609698351
105.4,2.21579658601228
105.5,2.21579728281456
105.6,2.21581513029966
105.7,2.21581534309866
105.8,2.21582424770382
105.9,2.21580650489778
106.0,2.21580629311015
106.1,1.80313046723714
106.2,1.80186296702077
106.3,1.80163555891155
106.4,1.80151184186523
106.5,1.80150149762078
106.6,1.80146573434464
106.7,1.80137615319967
106.8,1.80140183930315
106.9,1.80135755822064
107.0,1.80133027546101
107.1,2.20344512616133
107.2,2.20437327676973
107.3,2.20456938805343
107.4,2.20456481933398
107.5,2.20464495381443
107.6,2.20464591078182
107.7,2.20470832041767
107.8,2.20471800448732
107.9,2.20476267364041
108.0,2.20471864323303
108.1,2.62104979013454
108.2,2.62242102236761
108.3,2.62266469309407
108.4,2.62270358569939
108.5,2.62286420936964
108.6,2.62291994365364
108.7,2.62294729392377
108.8,2.62300989184344
108.9,2.62308211382952
109.0,2.62305621408749
109.1,2.63456892509082
109.2,2.63494774863017
109.3,2.6349901132869
109.4,2.63504564086349
109.5,2.6350730486558
109.6,2.63508227116392
109.7,2.63508237748187
109.8,2.63519828935039
109.9,2.63521747864435
110.0,2.63524444246902
110.1,2.64683679802096
110.2,2.64716926203849
110.3,2.64721767993709
110.4,2.64720826586187
110.5,2.64721703515436
110.6,2.64728849348847
110.7,2.64732499943497
110.8,2.64738779766424
110.9,2.64738857568068
111.0,2.64742422974052
111.1,2.65896726855492
111.2,2.65935663655146
111.3,2.65941334811042
111.4,2.65942394865662
111.5,2.65952216341319
111.6,2.65954114762712
111.7,2.65955920738882
111.8,2.65954157423044
111.9,2.65960376112318
112.0,2.65958670463912
112.1,2.67128325351917
112.2,2.67156241689992
112.3,2.67170364600709
112.4,2.67166752694323
112.5,2.67170276887565
112.6,2.67176559966895
112.7,2.67176634715673
112.8,2.67174850040396
112.9,2.67175719063649
113.0,2.67175729716822
113.1,2.26219422090016
113.2,2.26110379316281
113.3,2.26094572847398
113.4,2.26089048250269
113.5,2.26085418910718
113.6,2.26080920355847
113.7,2.26079972779103
113.8,2.26077290931862
113.9,2.26076364736289
114.0,2.26075464389659
114.1,2.26072796322103
114.2,2.26077930601672
114.3,2.26075328474629
114.4,2.26076340523877
114.5,2.26072791867086
114.6,2.26068294048958
114.7,2.2606912639726
114.8,2.2607181054892
114.9,2.26070951362989
115.0,2.26068271062294
